date,Bz,By,ief
2011-04-12 00:00:00,5.46,5.46,-2.53
2011-04-12 00:01:00,7.73,7.73,-3.6
2011-04-12 00:02:00,7.24,7.24,-3.44
2011-04-12 00:03:00,6.47,6.47,-3.07
2011-04-12 00:04:00,5.98,5.98,-2.83
2011-04-12 00:05:00,7.01,7.01,-3.32
2011-04-12 00:06:00,6.58,6.58,-3.11
2011-04-12 00:07:00,6.89,6.89,-3.25
2011-04-12 00:08:00,6.46,6.46,-3.06
2011-04-12 00:09:00,6.24,6.24,-2.92
2011-04-12 00:10:00,5.86,5.86,-2.74
2011-04-12 00:11:00,5.93,5.93,-2.78
2011-04-12 00:12:00,7.63,7.63,-3.57
2011-04-12 00:13:00,7.62,7.62,-3.58
2011-04-12 00:14:00,8.14,8.14,-3.85
2011-04-12 00:15:00,8.04,8.04,-3.8
2011-04-12 00:16:00,8.75,8.75,-4.07
2011-04-12 00:17:00,9.35,9.35,-4.35
2011-04-12 00:18:00,9.44,9.44,-4.4
2011-04-12 00:19:00,9.5,9.5,-4.43
2011-04-12 00:20:00,9.37,9.37,-4.39
2011-04-12 00:21:00,9.81,9.81,-4.59
2011-04-12 00:22:00,,,
2011-04-12 00:23:00,10.6,10.6,
2011-04-12 00:24:00,11.02,11.02,-5.07
2011-04-12 00:25:00,11.03,11.03,-5.08
2011-04-12 00:26:00,,,
2011-04-12 00:27:00,11.05,11.05,
2011-04-12 00:28:00,,,
2011-04-12 00:29:00,,,
2011-04-12 00:30:00,11.02,11.02,
2011-04-12 00:31:00,,,
2011-04-12 00:32:00,,,
2011-04-12 00:33:00,11.12,11.12,-5.1
2011-04-12 00:34:00,,,
2011-04-12 00:35:00,13.14,13.14,-6.06
2011-04-12 00:36:00,10.71,10.71,-4.94
2011-04-12 00:37:00,,,
2011-04-12 00:38:00,,,
2011-04-12 00:39:00,10.79,10.79,-5.27
2011-04-12 00:40:00,11.17,11.17,-5.31
2011-04-12 00:41:00,11.22,11.22,-5.35
2011-04-12 00:42:00,11.53,11.53,-5.45
2011-04-12 00:43:00,11.33,11.33,-5.42
2011-04-12 00:44:00,12.16,12.16,-5.7
2011-04-12 00:45:00,12.28,12.28,-5.72
2011-04-12 00:46:00,11.91,11.91,-5.51
2011-04-12 00:47:00,11.96,11.96,-5.53
2011-04-12 00:48:00,12.08,12.08,-5.46
2011-04-12 00:49:00,11.92,11.92,-5.4
2011-04-12 00:50:00,11.78,11.78,
2011-04-12 00:51:00,11.81,11.81,
2011-04-12 00:52:00,12.2,12.2,
2011-04-12 00:53:00,11.72,11.72,
2011-04-12 00:54:00,10.68,10.68,
2011-04-12 00:55:00,10.97,10.97,-4.93
2011-04-12 00:56:00,11.07,11.07,-5.03
2011-04-12 00:57:00,11.0,11.0,-4.99
2011-04-12 00:58:00,10.94,10.94,-5.01
2011-04-12 00:59:00,10.91,10.91,-5.0
2011-04-12 01:00:00,9.29,9.29,-4.19
2011-04-12 01:01:00,10.07,10.07,-4.59
2011-04-12 01:02:00,10.03,10.03,-4.6
2011-04-12 01:03:00,10.51,10.51,-4.81
2011-04-12 01:04:00,10.67,10.67,-4.88
2011-04-12 01:05:00,10.74,10.74,-4.91
2011-04-12 01:06:00,,,
2011-04-12 01:07:00,11.47,11.47,
2011-04-12 01:08:00,,,
2011-04-12 01:09:00,11.33,11.33,-5.0
2011-04-12 01:10:00,,,
2011-04-12 01:11:00,11.32,11.32,
2011-04-12 01:12:00,,,
2011-04-12 01:13:00,11.67,11.67,
2011-04-12 01:14:00,,,
2011-04-12 01:15:00,11.67,11.67,
2011-04-12 01:16:00,-0.68,-0.68,
2011-04-12 01:17:00,11.0,11.0,
2011-04-12 01:18:00,11.14,11.14,-4.94
2011-04-12 01:19:00,-2.64,-2.64,1.24
2011-04-12 01:20:00,11.07,11.07,-5.48
2011-04-12 01:21:00,-2.46,-2.46,
2011-04-12 01:22:00,-1.48,-1.48,0.73
2011-04-12 01:23:00,-3.72,-3.72,1.84
2011-04-12 01:24:00,2.39,2.39,-1.18
2011-04-12 01:25:00,0.34,0.34,
2011-04-12 01:26:00,-3.1,-3.1,1.55
2011-04-12 01:27:00,6.57,6.57,-3.23
2011-04-12 01:28:00,4.27,4.27,-2.03
2011-04-12 01:29:00,4.32,4.32,-1.96
2011-04-12 01:30:00,0.71,0.71,-0.35
2011-04-12 01:31:00,9.6,9.6,-4.61
2011-04-12 01:32:00,5.95,5.95,-2.66
2011-04-12 01:33:00,0.15,0.15,-0.07
2011-04-12 01:34:00,0.09,0.09,-0.04
2011-04-12 01:35:00,1.12,1.12,-0.53
2011-04-12 01:36:00,0.97,0.97,-0.48
2011-04-12 01:37:00,5.59,5.59,-2.57
2011-04-12 01:38:00,3.23,3.23,-1.48
2011-04-12 01:39:00,5.04,5.04,-2.51
2011-04-12 01:40:00,6.08,6.08,-2.74
2011-04-12 01:41:00,3.83,3.83,-1.71
2011-04-12 01:42:00,-1.06,-1.06,0.47
2011-04-12 01:43:00,3.48,3.48,-1.57
2011-04-12 01:44:00,4.68,4.68,-2.11
2011-04-12 01:45:00,0.89,0.89,-0.41
2011-04-12 01:46:00,2.82,2.82,-1.39
2011-04-12 01:47:00,1.42,1.42,
2011-04-12 01:48:00,3.27,3.27,
2011-04-12 01:49:00,2.67,2.67,-1.23
2011-04-12 01:50:00,5.73,5.73,-2.65
2011-04-12 01:51:00,3.79,3.79,-1.88
2011-04-12 01:52:00,4.08,4.08,-2.02
2011-04-12 01:53:00,4.51,4.51,-2.06
2011-04-12 01:54:00,6.39,6.39,-2.95
2011-04-12 01:55:00,5.69,5.69,-2.63
2011-04-12 01:56:00,6.13,6.13,-2.84
2011-04-12 01:57:00,5.46,5.46,-2.6
2011-04-12 01:58:00,6.76,6.76,-3.11
2011-04-12 01:59:00,6.06,6.06,-2.75
2011-04-12 02:00:00,6.66,6.66,-3.03
2011-04-12 02:01:00,1.06,1.06,-0.49
2011-04-12 02:02:00,1.1,1.1,-0.51
2011-04-12 02:03:00,2.03,2.03,-0.99
2011-04-12 02:04:00,2.78,2.78,-1.37
2011-04-12 02:05:00,0.6,0.6,
2011-04-12 02:06:00,3.18,3.18,-1.44
2011-04-12 02:07:00,1.42,1.42,-0.68
2011-04-12 02:08:00,0.21,0.21,-0.1
2011-04-12 02:09:00,1.53,1.53,-0.75
2011-04-12 02:10:00,0.77,0.77,-0.38
2011-04-12 02:11:00,3.03,3.03,-1.46
2011-04-12 02:12:00,6.55,6.55,-3.04
2011-04-12 02:13:00,-1.52,-1.52,0.71
2011-04-12 02:14:00,-1.74,-1.74,0.86
2011-04-12 02:15:00,-1.73,-1.73,0.86
2011-04-12 02:16:00,-1.68,-1.68,
2011-04-12 02:17:00,-1.86,-1.86,
2011-04-12 02:18:00,-2.01,-2.01,
2011-04-12 02:19:00,2.73,2.73,-1.35
2011-04-12 02:20:00,1.52,1.52,-0.75
2011-04-12 02:21:00,2.34,2.34,-1.15
2011-04-12 02:22:00,4.15,4.15,-1.93
2011-04-12 02:23:00,2.51,2.51,-1.17
2011-04-12 02:24:00,1.68,1.68,-0.83
2011-04-12 02:25:00,0.87,0.87,-0.43
2011-04-12 02:26:00,1.75,1.75,-0.87
2011-04-12 02:27:00,4.42,4.42,-2.14
2011-04-12 02:28:00,2.92,2.92,-1.41
2011-04-12 02:29:00,1.11,1.11,-0.56
2011-04-12 02:30:00,1.96,1.96,-0.98
2011-04-12 02:31:00,1.67,1.67,-0.83
2011-04-12 02:32:00,5.53,5.53,-2.75
2011-04-12 02:33:00,1.62,1.62,-0.78
2011-04-12 02:34:00,1.85,1.85,-0.91
2011-04-12 02:35:00,1.28,1.28,-0.64
2011-04-12 02:36:00,0.18,0.18,-0.09
2011-04-12 02:37:00,0.84,0.84,-0.4
2011-04-12 02:38:00,0.85,0.85,-0.42
2011-04-12 02:39:00,0.65,0.65,-0.32
2011-04-12 02:40:00,1.02,1.02,-0.5
2011-04-12 02:41:00,0.71,0.71,-0.34
2011-04-12 02:42:00,0.74,0.74,-0.37
2011-04-12 02:43:00,0.36,0.36,-0.18
2011-04-12 02:44:00,1.15,1.15,-0.56
2011-04-12 02:45:00,0.9,0.9,-0.44
2011-04-12 02:46:00,0.95,0.95,-0.47
2011-04-12 02:47:00,1.12,1.12,-0.55
2011-04-12 02:48:00,0.76,0.76,-0.38
2011-04-12 02:49:00,0.47,0.47,-0.23
2011-04-12 02:50:00,1.49,1.49,-0.73
2011-04-12 02:51:00,0.61,0.61,-0.3
2011-04-12 02:52:00,0.97,0.97,-0.47
2011-04-12 02:53:00,-0.91,-0.91,0.44
2011-04-12 02:54:00,-0.39,-0.39,0.19
2011-04-12 02:55:00,0.67,0.67,-0.32
2011-04-12 02:56:00,0.57,0.57,-0.28
2011-04-12 02:57:00,1.02,1.02,-0.5
2011-04-12 02:58:00,0.98,0.98,-0.47
2011-04-12 02:59:00,1.03,1.03,
2011-04-12 03:00:00,1.1,1.1,-0.53
2011-04-12 03:01:00,-0.26,-0.26,0.13
2011-04-12 03:02:00,-0.12,-0.12,0.06
2011-04-12 03:03:00,-0.51,-0.51,0.25
2011-04-12 03:04:00,-0.36,-0.36,0.17
2011-04-12 03:05:00,-0.0,-0.0,0.0
2011-04-12 03:06:00,0.35,0.35,-0.17
2011-04-12 03:07:00,-0.41,-0.41,0.2
2011-04-12 03:08:00,-1.2,-1.2,0.58
2011-04-12 03:09:00,-0.59,-0.59,0.28
2011-04-12 03:10:00,-1.16,-1.16,0.56
2011-04-12 03:11:00,-1.26,-1.26,0.61
2011-04-12 03:12:00,-1.77,-1.77,
2011-04-12 03:13:00,-2.39,-2.39,
2011-04-12 03:14:00,-2.38,-2.38,1.15
2011-04-12 03:15:00,-0.79,-0.79,0.38
2011-04-12 03:16:00,-1.02,-1.02,0.49
2011-04-12 03:17:00,-0.43,-0.43,
2011-04-12 03:18:00,0.74,0.74,-0.35
2011-04-12 03:19:00,-0.14,-0.14,0.07
2011-04-12 03:20:00,-0.55,-0.55,
2011-04-12 03:21:00,-1.14,-1.14,
2011-04-12 03:22:00,-0.96,-0.96,
2011-04-12 03:23:00,-0.78,-0.78,0.38
2011-04-12 03:24:00,-1.42,-1.42,0.69
2011-04-12 03:25:00,-1.12,-1.12,
2011-04-12 03:26:00,-0.68,-0.68,
2011-04-12 03:27:00,-1.02,-1.02,
2011-04-12 03:28:00,-0.47,-0.47,
2011-04-12 03:29:00,,,
2011-04-12 03:30:00,0.01,0.01,
2011-04-12 03:31:00,0.49,0.49,
2011-04-12 03:32:00,-0.37,-0.37,0.18
2011-04-12 03:33:00,0.01,0.01,-0.0
2011-04-12 03:34:00,0.66,0.66,-0.32
2011-04-12 03:35:00,1.06,1.06,-0.51
2011-04-12 03:36:00,1.08,1.08,-0.52
2011-04-12 03:37:00,1.26,1.26,-0.61
2011-04-12 03:38:00,1.21,1.21,
2011-04-12 03:39:00,0.79,0.79,-0.38
2011-04-12 03:40:00,0.48,0.48,-0.23
2011-04-12 03:41:00,0.58,0.58,-0.28
2011-04-12 03:42:00,1.24,1.24,-0.59
2011-04-12 03:43:00,2.25,2.25,-1.09
2011-04-12 03:44:00,2.71,2.71,-1.32
2011-04-12 03:45:00,0.86,0.86,
2011-04-12 03:46:00,1.18,1.18,-0.57
2011-04-12 03:47:00,-0.44,-0.44,0.21
2011-04-12 03:48:00,-0.47,-0.47,
2011-04-12 03:49:00,1.3,1.3,-0.64
2011-04-12 03:50:00,0.69,0.69,-0.34
2011-04-12 03:51:00,2.45,2.45,-1.21
2011-04-12 03:52:00,0.53,0.53,-0.26
2011-04-12 03:53:00,4.15,4.15,-2.18
2011-04-12 03:54:00,4.27,4.27,-2.22
2011-04-12 03:55:00,5.51,5.51,-2.75
2011-04-12 03:56:00,6.56,6.56,
2011-04-12 03:57:00,,,
2011-04-12 03:58:00,6.33,6.33,
2011-04-12 03:59:00,6.33,6.33,
2011-04-12 04:00:00,,,
2011-04-12 04:01:00,5.98,5.98,
2011-04-12 04:02:00,,,
2011-04-12 04:03:00,6.35,6.35,
2011-04-12 04:04:00,,,
2011-04-12 04:05:00,6.15,6.15,
2011-04-12 04:06:00,,,
2011-04-12 04:07:00,6.81,6.81,
2011-04-12 04:08:00,6.81,6.81,
2011-04-12 04:09:00,,,
2011-04-12 04:10:00,6.77,6.77,-3.69
2011-04-12 04:11:00,6.77,6.77,-3.69
2011-04-12 04:12:00,6.71,6.71,-3.65
2011-04-12 04:13:00,,,
2011-04-12 04:14:00,,,
2011-04-12 04:15:00,,,
2011-04-12 04:16:00,,,
2011-04-12 04:17:00,6.71,6.71,
2011-04-12 04:18:00,,,
2011-04-12 04:19:00,,,
2011-04-12 04:20:00,,,
2011-04-12 04:21:00,6.97,6.97,
2011-04-12 04:22:00,,,
2011-04-12 04:23:00,7.02,7.02,
2011-04-12 04:24:00,5.79,5.79,
2011-04-12 04:25:00,5.79,5.79,
2011-04-12 04:26:00,,,
2011-04-12 04:27:00,,,
2011-04-12 04:28:00,6.1,6.1,
2011-04-12 04:29:00,,,
2011-04-12 04:30:00,,,
2011-04-12 04:31:00,6.47,6.47,-3.4
2011-04-12 04:32:00,,,
2011-04-12 04:33:00,7.09,7.09,
2011-04-12 04:34:00,6.08,6.08,
2011-04-12 04:35:00,,,
2011-04-12 04:36:00,6.12,6.12,
2011-04-12 04:37:00,,,
2011-04-12 04:38:00,6.08,6.08,
2011-04-12 04:39:00,,,
2011-04-12 04:40:00,5.47,5.47,
2011-04-12 04:41:00,5.47,5.47,
2011-04-12 04:42:00,6.93,6.93,-3.55
2011-04-12 04:43:00,6.95,6.95,-3.56
2011-04-12 04:44:00,6.44,6.44,-3.3
2011-04-12 04:45:00,6.36,6.36,-3.42
2011-04-12 04:46:00,6.36,6.36,-3.42
2011-04-12 04:47:00,5.56,5.56,-3.0
2011-04-12 04:48:00,4.55,4.55,-2.44
2011-04-12 04:49:00,4.6,4.6,-2.49
2011-04-12 04:50:00,4.48,4.48,-2.44
2011-04-12 04:51:00,4.06,4.06,-2.23
2011-04-12 04:52:00,5.91,5.91,-3.25
2011-04-12 04:53:00,6.34,6.34,-3.42
2011-04-12 04:54:00,6.37,6.37,-3.44
2011-04-12 04:55:00,6.94,6.94,-3.72
2011-04-12 04:56:00,6.73,6.73,-3.61
2011-04-12 04:57:00,6.64,6.64,-3.54
2011-04-12 04:58:00,7.03,7.03,-3.74
2011-04-12 04:59:00,3.5,3.5,
2011-04-12 05:00:00,1.07,1.07,
2011-04-12 05:01:00,2.05,2.05,-1.09
2011-04-12 05:02:00,3.86,3.86,-2.03
2011-04-12 05:03:00,2.57,2.57,-1.34
2011-04-12 05:04:00,0.55,0.55,
2011-04-12 05:05:00,-4.41,-4.41,2.2
2011-04-12 05:06:00,3.28,3.28,-1.64
2011-04-12 05:07:00,-6.2,-6.2,3.11
2011-04-12 05:08:00,2.59,2.59,
2011-04-12 05:09:00,5.19,5.19,-2.65
2011-04-12 05:10:00,-5.9,-5.9,3.02
2011-04-12 05:11:00,-5.04,-5.04,
2011-04-12 05:12:00,-3.46,-3.46,
2011-04-12 05:13:00,-4.42,-4.42,
2011-04-12 05:14:00,-5.26,-5.26,2.61
2011-04-12 05:15:00,-5.94,-5.94,2.97
2011-04-12 05:16:00,-5.7,-5.7,2.87
2011-04-12 05:17:00,-5.21,-5.21,2.69
2011-04-12 05:18:00,-5.51,-5.51,2.84
2011-04-12 05:19:00,-6.47,-6.47,3.38
2011-04-12 05:20:00,-5.89,-5.89,3.07
2011-04-12 05:21:00,-6.2,-6.2,3.2
2011-04-12 05:22:00,-6.03,-6.03,3.14
2011-04-12 05:23:00,-5.56,-5.56,2.8
2011-04-12 05:24:00,-5.4,-5.4,2.71
2011-04-12 05:25:00,-4.59,-4.59,2.29
2011-04-12 05:26:00,-6.0,-6.0,2.99
2011-04-12 05:27:00,-4.51,-4.51,2.26
2011-04-12 05:28:00,-3.26,-3.26,1.65
2011-04-12 05:29:00,-3.87,-3.87,1.92
2011-04-12 05:30:00,-8.7,-8.7,4.44
2011-04-12 05:31:00,-9.15,-9.15,4.87
2011-04-12 05:32:00,-8.93,-8.93,4.72
2011-04-12 05:33:00,-8.52,-8.52,4.46
2011-04-12 05:34:00,-7.97,-7.97,
2011-04-12 05:35:00,,,
2011-04-12 05:36:00,,,
2011-04-12 05:37:00,-7.65,-7.65,
2011-04-12 05:38:00,-7.95,-7.95,
2011-04-12 05:39:00,-8.28,-8.28,
2011-04-12 05:40:00,-8.09,-8.09,4.25
2011-04-12 05:41:00,-8.09,-8.09,4.21
2011-04-12 05:42:00,-8.11,-8.11,4.18
2011-04-12 05:43:00,-8.12,-8.12,
2011-04-12 05:44:00,-7.76,-7.76,4.0
2011-04-12 05:45:00,-7.69,-7.69,3.97
2011-04-12 05:46:00,-7.71,-7.71,3.98
2011-04-12 05:47:00,-7.77,-7.77,4.01
2011-04-12 05:48:00,-7.69,-7.69,3.97
2011-04-12 05:49:00,-8.36,-8.36,4.37
2011-04-12 05:50:00,-8.31,-8.31,4.36
2011-04-12 05:51:00,-8.4,-8.4,4.39
2011-04-12 05:52:00,-8.64,-8.64,4.52
2011-04-12 05:53:00,-8.21,-8.21,4.29
2011-04-12 05:54:00,-7.21,-7.21,3.66
2011-04-12 05:55:00,-7.61,-7.61,3.88
2011-04-12 05:56:00,-7.71,-7.71,3.95
2011-04-12 05:57:00,-7.91,-7.91,4.09
2011-04-12 05:58:00,-8.34,-8.34,4.37
2011-04-12 05:59:00,-8.24,-8.24,4.31
2011-04-12 06:00:00,-8.45,-8.45,4.4
2011-04-12 06:01:00,-8.67,-8.67,4.53
2011-04-12 06:02:00,-8.19,-8.19,4.33
2011-04-12 06:03:00,-8.46,-8.46,4.51
2011-04-12 06:04:00,-7.95,-7.95,4.23
2011-04-12 06:05:00,-9.3,-9.3,4.95
2011-04-12 06:06:00,-9.36,-9.36,
2011-04-12 06:07:00,-9.66,-9.66,5.1
2011-04-12 06:08:00,-9.63,-9.63,5.08
2011-04-12 06:09:00,-8.9,-8.9,4.8
2011-04-12 06:10:00,-7.95,-7.95,4.29
2011-04-12 06:11:00,-8.57,-8.57,4.51
2011-04-12 06:12:00,-8.67,-8.67,4.64
2011-04-12 06:13:00,-8.83,-8.83,4.73
2011-04-12 06:14:00,-7.72,-7.72,4.11
2011-04-12 06:15:00,-9.73,-9.73,5.18
2011-04-12 06:16:00,-9.87,-9.87,5.29
2011-04-12 06:17:00,-9.88,-9.88,5.3
2011-04-12 06:18:00,-9.6,-9.6,5.14
2011-04-12 06:19:00,-9.71,-9.71,5.2
2011-04-12 06:20:00,-9.18,-9.18,
2011-04-12 06:21:00,-8.93,-8.93,4.72
2011-04-12 06:22:00,-8.94,-8.94,4.72
2011-04-12 06:23:00,-7.9,-7.9,4.2
2011-04-12 06:24:00,-8.63,-8.63,4.59
2011-04-12 06:25:00,-9.23,-9.23,4.91
2011-04-12 06:26:00,-8.94,-8.94,4.69
2011-04-12 06:27:00,-8.68,-8.68,4.47
2011-04-12 06:28:00,-8.68,-8.68,4.43
2011-04-12 06:29:00,-8.85,-8.85,4.7
2011-04-12 06:30:00,-8.89,-8.89,4.7
2011-04-12 06:31:00,-8.97,-8.97,4.72
2011-04-12 06:32:00,-9.14,-9.14,4.81
2011-04-12 06:33:00,-8.7,-8.7,4.58
2011-04-12 06:34:00,-8.6,-8.6,4.37
2011-04-12 06:35:00,-8.58,-8.58,4.41
2011-04-12 06:36:00,-8.66,-8.66,4.53
2011-04-12 06:37:00,-8.8,-8.8,4.56
2011-04-12 06:38:00,-6.65,-6.65,3.44
2011-04-12 06:39:00,-6.61,-6.61,
2011-04-12 06:40:00,-7.22,-7.22,
2011-04-12 06:41:00,-7.43,-7.43,3.79
2011-04-12 06:42:00,-7.29,-7.29,3.71
2011-04-12 06:43:00,-7.28,-7.28,3.71
2011-04-12 06:44:00,-7.31,-7.31,
2011-04-12 06:45:00,-7.37,-7.37,
2011-04-12 06:46:00,-7.61,-7.61,
2011-04-12 06:47:00,-7.56,-7.56,3.85
2011-04-12 06:48:00,-7.69,-7.69,3.91
2011-04-12 06:49:00,-7.55,-7.55,
2011-04-12 06:50:00,-7.86,-7.86,
